sur_id,title,sic,keyword,naics
1878,Refrigerated Warehousing and Storage,4222,warehouses perishable goods refrigeration renting lockers rentals foods households processing preparing packaging foods pharmaceuticals drugs chemicals medicines medical scientific sciences business support services,493120
1879,Refrigeration and Airconditioning Service and Repair Shops,7623,servicing repairing household commercial electrical refrigerators air conditioning conditioners refrigeration equipment  appliances industrial  equipment machinery repairs services ," 443111, 811310, 811412"
1880,Refrigeration and Heating Equipment,3585,commercial industrial  domestic manufacturing  equipment accessories air conditioning  furnaces humidifiers dehumidifiers soda fountains beer dispensing ,"336391, 333415"
1881,Refrigeration Equipment and Supplies,5078,wholesalers wholesale distribution  distributing  beverage coolers refrigerated display cases water  ice cream cabinets ice making machines refrigerators soda fountain fixtures industrial accessories,421740 niacs
1882,Refuse Systems,4953,solid waste collection hazardous materials facilities treatment disposal landfills incinerators nonhazardous plants land-fills services  ,"562111, 562112, 562920, 562119, 562211, 562212, 562213, 562219"
442698,Reverse Mortgages Providers,,banking services finances financing financials lending loans lenders mortgages savings regional bankers ,
1884,"Regulation and Administration of Communications, Electric, Gas and Other Utilities",9631,governments establishments regulates licenses inspections inspects utilities utility generation delivery electricity gas water sewer public municipal governmental natural ,926130
1885,Regulation and Administration of Transportation Programs,9621,transportation licensing planning inspection investigation  services facilities  coast guard motor vehicles air traffic control aircraft inspection,"488110, 926120"
1886,Regulation of Agricultural Marketing and Commodities,9641,agriculture grading inspecting inspection warehousing plants animals  farms farming,
1887,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",9651,governments inspections commercial retail trade professional occupations manufacturing mining construction services physical standard regulating hazardous conditions alcoholic beverages control public administration occupational safety health administration osha ,926150
1888,Reinsurance: Global,,insurance reinsures life non  life non-life," 524292, 524298, 525190, 254190"
1889,Relays and Industrial Controls,3625,manufacturing electronic circuits electric motors industrial electrical components equipment,335314
1890,Religious Organizations,8661,worship religion training study government administration organized  promotion activities radio television media groups associations clubs churches  temples hobbies & leisure,813110
1891,Rental of Railroad Cars,4741,transportation equipment leasing renting rails railways railroads trains,"532411, 488210"
1892,Rent-To-Own,,retail retailing specilaty sales furniture consumer electronics appliances,
1893,"Repair Shops and Related Services, Not Elsewhere Classified",7699,motorcycles bicycles leather goods lawn mowers window shades camping equipment pianos organs septic tanks surgical instruments surveying equipment bowling pins taxidermists locksmiths furnace cleaning  air conditioning roofs floors cafeterias tools furniture industrial machinery electronics appliances gardens household mechanics carpenters plumbers," 561622, 562991, 561790, 488390, 451110, 811310, 115210, 811212, 811219, 11411, 11412, 11430, 11490"
1894,Replacement Car and Van Tires,,automotives retreads trucks motor vehicles retreads medium heavy parts repairs,"326,291,326,299,326,000,000,000,000,000,000,000"
326299,NULL,NULL,NULL,NULL
326211,NULL,NULL,NULL,NULL
326212,NULL,NULL,NULL,NULL
423130,NULL,NULL,NULL,NULL
441320,NULL,NULL,NULL,NULL
441821,Hay and Crop Farming,,farms farming agriculture agricultural peanuts vegetables melons alfalfa broomcorn  clovers grass seeds hay hops mints potatoes yams timothy,11199
441321,NULL,NULL,NULL,NULL
441820,Sugarcane Harvesting,,beet farming farms agricultural agriculture sugars,11193
441818,Tobacco Farming,,cigarettes cigars ,11191
441819,Cotton Farming,,agriculture farming farms agricultural,11192
1898,Residential Care,8361,foster homes halfway group physically mentally disabled elderly juvenile correctional rehabilitation boarding homes  elderly mental health substance abuse facilities health care healthcare providers services self-care  social personal care children seniors rehabilitation rest drug alcohol treatment  orphanages long term care continuing care retirement communities ccrcs juvenile facilities,"623312, 623220, 623990"
1899,Residential Construction,,"Construction, Building Materials & Equipment & services housing homes houses",
1900,Residential Electric Lighting Fixtures,3645,manufacturing manufacturers home chandeliers desk floor lamps glass metal shades yard lights wall mounted ,335121
1901,Residential Flooring,,homes floors coverings textiles household vinyls tiles ceramics laminates hardwoods carpeting carpets rugs broadloom wall to wall area stones rubbers corks,
441539,Computer Manufacture,,services computers hardware software peripherals tpm third party oem original equipment manufacturers manufacturing,
441538,Computer and Software Stores,,retail sales computers peripherals equipment printers software retailing retailer information technology,
1904,Restaurant,,restaurants casual dining caf̩s fast foods grills bars eateries full service hospitality steakhouses pizzas delivery hamburgers drive-in quick-service   ,
1905,Restaurant Industry Forecast,,eating places full service full-service limited service quick service cafeterias casual dining family dining restaurants hospitality,
1906,Restaurants,,hospitality caf̩s fast foods catering caterers drinks bars full  snacks vendors vending taverns clubs franchise casual fast-food   chains specialty food services,
1907,Restaurants and Cafes,,,
1908,Restaurants: Global,,hospitality caf̩s fast foods catering caterers drinks bars full  snacks vendors vending taverns clubs  pubs takeouts takeaways beverages soft alcoholic service commercial cafeterias limited mobile  restaurants," 311991, 311999 722211"
1909,Retail,,retailing sales,
1910,Retail (Automotive),,cars autos dealers used retailers parts dealerships vehicles motor vehicles automobiles retailing retail,
1911,Retail (Special Lines),,retailers clothing apparel books booksellers bookstores electronics rentals videos dvds accessories jewelry shoes footwear sporting goods watches videos games musical guitars furniture fabrics crafts menswear womenswear personal computers peripherals sunglasses pets auctions music cds stereos televisions tvs weight loss diets retailing retail,
1912,Retail Bakeries,5461,snacks doughnuts bagels breads cakes cookies pastries pretzels pies bakers retailing sales," 722213, 311811, 445210"
441817,Plant and Flower Growing,,wholesalers wholesale wholesaling distribution distributing distributors garden bedding plants floriculture nurseries  hobbies & leisure,11142
1915,Retail Brokerages,,brokers financials finances financing stocks securities trading selling,
1916,Retail Building Supply,,services housing homes real estate residential improvement homeowners home builders materials contractors construction materials equipment,
1918,Retail Lending,,mortgages credit cards  banks banking finances financials financing services lenders personal loans lending consumers ," 522291, 453998"
1919,Retail Lending: Global,,mortgages credit banks banking finances financials financing services lenders personal consumers credit," 522291, 453998"
1920,"Retail Nurseries, Lawn and Garden Supply Stores",5261,tree shrubs plants seeds bulbs mulches soil conditioners fertilizers pesticides garden tools supplies nursery outdoor lawns household products retailers, 444220 453998 444210
1921,Retail Savings and Investments,,services investing  nonlife non-life deposits mutual funds equity equities bonds banking banks finances financials financing investing investors ,522291
1922,Retail Savings and Investments: Global,,services investing  nonlife non-life deposits mutual funds equity equities bonds banking banks finances financials financing investing investors,522291
1923,Retail Store,,retailers department stores warehouse clubs discount retailing big box stores  discounters,
1925,Retailing: General,,distributors special retail internet catalogs multi online on-line mail televisions tvs catalogs apparel computers electronics homes automotives furnishings furniture departments merchandise merchandisers merchants retail retailer retailers merchandise merchandiser merchandisers merchandising stores discount  mass retailing retailers retailing,
1926,Retailing: Global,,specialty multiline sales retail internet catalogs multi line online on-line mail orders televisions tvs catalogs channels apparel computers electronics homes improvements stores automotives furnishings furniture department merchandise merchandisers merchants   retailers,"425120, 453998, 453220"
1927,Retailing: Specialty,,niche apparel childrens pets bridal online superstores warehouse  clubs warehouse style fashions gifts footwear home improvements automotives computers electronics luxury goods toys womens mens retailing retailers retail stores shops,
1928,Reupholstery and Furniture Repair,7641,reupholster repairs household,811420
1929,Rice,112,farming farms agriculture agricultural  rices,111160
1930,Rice Milling,2044,clean polish process rices flours meal bran white brown foods,311212
1931,Road and Rail,,railroads trucks freight transportation passengers railways trains trucking cargo passenger logistics  transport  intermodel,"482111, 482112, 484110, 484121, 484220, 484230"
1932,Road and Rail: Global,,railroads trucks freight transportation passengers railways trains trucking cargo passenger logistics  transport ,"482111, 482112, 484110, 484121, 484220, 484231"
1933,Roasted Coffee,2095,coffees roasting beverages nonalcoholic non-alcoholic manufacturing,
1934,Robes and Dressing Gowns,2384,womens girls lingerie loungewear nightwear bathrobes caftans housecoats dusters smoking jackets manufacturing mens boys apparel clothing,"315231, 315221, 315211, 315212"
1935,Rolling Mill Machinery,3547,equipment manufacturing metals cold forming mills structural finishing equipment industrial accessories,333516
1936,"Rolling, Drawing, and Extruding of Copper",3351,"fabricators roll draw extrude copper brass bronze alloys tubing strip bar plate metals, minerals mining",331421
1937,"Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum",3356,sheet strip bar tubing manufacturing fabricators minerals mining ,331491
1938,"Roofing, Siding and Insulation Materials",5033,wholesalers distributors distribution distributing asphalt felts coatings fiberglass sheet metal shingles construction building materials equipment,421330
1939,"Roofing, Siding, and Sheet Metal Work",1761,contractors installation architectural erection repairs ceilings copper smithing downspouts ducts gutters roof spraying painting coating skylights construction building materials equipment,235610
1940,Rooming and Boarding Houses,7021,renting rooms board  rentals real estate leasing ,721310
1941,RTD Non-carbonated Beverages,,beverages nonalcoholic non-alcoholic ready rtds noncarbonated non-carbonated sports drinks energy bottled teas waters juices,
441572,Electronic Equipment Repair Services,,household appliances industrial equipment  stores computers office machines maintenance communications precision machinery consumer electronics   mechanics,
1944,Rubber and Plastics Footwear,3021,manufacturing footwear injection molded vulcanized protective cemented uppers,316211
1945,Rubber and Plastics Hose and Belting,3052,hoses manufacturing belts gardens flat transmission conveyor ,326220
1946,Sacred Foods and Food Traditions,,spiritual emotional traditional celebrations holidays religious occasions  births deaths divorces dietary restrictions Judaism Islam rituals beliefs,
1947,Salad and Salad Accompaniments,,foods dressings bagged greens dressings toppings pre packed vegetables cabbage carrots shelf stable croutons kits bacon bits  shredded coleslaw refrigerated mixes produce lettuce,
1948,Salon Products and Purchasing Attitudes,,retail hair retailing skincare skin care beauty supplies cosmetics shampoos conditioners scalp treatments styling  gels sprays body cleansers toners moisturizers b baths acne anti aging microdermabrasion creams lotions products personal care ,
1949,Salted and Roasted Nuts and Seeds,2068,peanut butter manufacturing dried cooked canned processing grains seeds foods,311911
442548,Green Innovations in Tourism,,airlines cruises travel sustainable,
1951,Sandwiches Subs and Wraps,,dining commercial restaurants full service quick delivery carryout casual dining chains sandwich submarine,
1952,"Sanitary Food Containers, Except Folding",2656,non-folding container manufacturing non folding nonfolding foodboards paperboards cartons packaging paper cups cold drink hot stamped plates dishes spoons ,322215
1953,Sanitary Paper Products,2676,manufacturing facial tissues handkerchiefs table napkins toilet papers towels disposable diapers tampons,322291
1954,Sanitary Protection and Feminine Supplies,,napkins tampons pantiliners shields belts applicators  vaginal treatments personal lubricants feminine deodorants anti itch personal care toiletries,
1955,"Sanitary Services, Not Elsewhere Classified",4959,cleanup maintenance beach malaria control mosquito eradication spraying oil spill snowplowing street sweeping vacuuming airport runways operations  municipal sanitation waste management environmental,"488119, 562910, 561710, 562998"
1956,Sausages and Other Prepared Meat Products,2013,manufacturing sausages cured meats smoked canned frozen prepared specialties purchased carcasses  bologna bacon corned beef frankfurters headcheese luncheon pigs feet spreads stew pastrami hams plants packinghouses foods processing foods,311612
1957,Savings and Loans,,thrifts mortgages banking banks bankers cooperatives credit  unions OTS S&Ls capital markets financials financing finances ,
1958,"Savings Institutions, Federally Chartered",6035,loans associations lending lenders federal charter savings banks bankers banking  thrifts mortgages deposits  residential debt  financials financing finances ,522120
1959,"Savings Institutions, Not Federally Chartered",6036,loans associations lending lenders state charters savings banks bankers banking  thrifts mortgages deposits  residential debt  financials financing finances ,522120
1961,Savory Snacks,,foods nuts seeds popcorn potato chips snacks salty processed ,
1962,Savory Snacks: Global,,foods nuts seeds popcorn potato chips snacks salty processed ,
1963,Saw Blades and Handsaws,3425,manufacturing saws hand power tools driven ,332213
1964,"Sawmills and Planing Mills, General",2421,sawing  stock resawing lumber millwork woods products manufacturing flooring logs bolts cants fllitches softwoods milling lath railroad ties wood chips snow fence forestry logging,"320912, 321113, 321918, 321999"
1965,"Scales and Balances, Except Laboratory",3596,manufacturing weighing measuring machines industrial accessories components,333997
1966,Schiffli Machine Embroideries,2397,embroidery manufacturing lace ,313222
1967,School Buses,4151,schools pupils students bus transportation,485410
1968,"Schools and Educational Services, Not Elsewhere Classified",8299,flight training automobile driving schools educational exams preparation tutoring fine arts  professional management development instruction   music drama language short term examination preparatory student exchange programs curriculum development vocational counseling  education ceramics cooking baton charm diction finishing modeling personal development public speaking speed reading bible wilderness career development continuing education seminars workshops civil service government preparatory tutoring  Education,"611512, 611692, 611710, 611691, 611610, 611630, 611430"
1969,Scrap and Waste Materials,5093,assembling breaking up sorting distributing auto wreckers dismantling automobiles  recycling recycles recyclable material wholesalers solid waste sanitation environmental,421930
1970,Screw Machine Products,3451,precision  screws tuned automatic hand  industrial equipment machinery components manufacturing,332721
1971,Search Engines and Portals,,internet web online on-line searching isps ,
1972,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments",3812,instrument manufacturing radar sonar countermeasures missile controls flight sensors transmitters gyroscopes pitch industrial equipment machinery & accessories,334511 niacs
1973,Seasonal Chocolate,,candy foods holidays foods chocolates easter christmas halloween valentines day thanksgiving kwanzaa chanukah kwanza,
1974,Seasonings,,foods dry wet fresh herbs dried spices salt pepper seasoned peppercorns pre mixed sauces mixes garlic spreads extracts flavorings coloring ,
1975,Secondary Smelting and Refining of Nonferrous Metals,3341,alloying aluminum copper recovering alloys scarp dross precious  chemical,"331314, 331423, 331492"
1976,Secretarial and Court Reporting Services,7338,secretary secretaries word processing typing editing proofreading resume writing letter stenographics stenographers court reporting stenotype document preparation transcription  business support services," 561410, 561492"
1977,Securities and Commodities Exchanges,6231,commodity  security buying selling trading stocks equities bonds  members markets traders financial services finances financing,523210
1978,Securities Brokerage,,services security brokerages exchanges investments banking trading markets managements futures options financials assets equity equities trades stocks underwriting underwriters derivatives commodities mergers acquisitions credit nyse new york stock exchange nasdaq brokers financials finances financing,
1979,Securities Industry Fact Book,,equities markets financial stocks bonds investments corporate savings services finances financing equity capital markets mutal funds ,
1980,"Security Brokers, Dealers, and Flotation Companies",6211,investment banking securities dealing brokerages intermediation financials            purchase sale  bankers originations underwriters distribute issues securities  distributors  intermediaries  pricing liquidation consultation ,"523110, 523120, 523910, 523999"
1981,Security Products and Services,,business support services alarms buglar fire,
1982,Security Systems Services,7382,devices burglar fire alarms installation sales lease leasing monitor maintenance business support consumer,561621
1983,Self Diagnostics,,healthcare health care devices equipment supplies monitors home testing kits pregnancy tests urine diabetes kidney blood pressure sugar meters glucose ovulation,
1984,Semiconductor,,computers chips wafers manufacturing electronics circuit boards semiconductors,
1985,Semiconductor Equipment,,industrial semi-conductors computers semi-conductors,
441607,Government,,support personnel auditing procurement services building management  civil rights services accounting purchasing supplies supply recruiting training examining promotion public administration,
1988,Semiconductor Equipment: Global,,industrial semi-conductors computers semiconductors manufacturing manufacture sale devices integrated discrete ,334413
1989,Semiconductors,,industrial semi-conductors computers semiconductors electronic circuits manufacturing sale  integrated discrete,334413
1991,Semiconductors & Semiconductor Equipment: Global,,industrial semi-conductors computers semiconductors electronic circuits manufacturing sale integrated discrete,334413
1992,Semiconductors and Related Devices,3674,manufacturing solid state diodes stacks rectifiers microcircuits transistors solar cells light sensing emitting,334413
1994,Semiconductors: Global,,industrial semi-conductors computers semiconductors manufacture manufacturing  integrated discrete electronic circuits sale,334413
1995,Service Establishment Equipment and Supplies,5087,wholesale wholesalers wholesaling distribution distributors distributing barber shops beauty parlors power laundries dry cleaners drycleaners cleaning upholsterers undertakers personal services carnival amusement parks firefighting janitors voting machines  custodial laundry industrial machinery," 421850, 446120"
1996,"Service Industry Machinery, Not Elsewhere Classified",3589,manufacturing equipment businesses business floor sanding machines cafeteria food warmers commercial fryers sludge processors sewage treatment mop wringers corn poppers industrial equipment machinery,333319
1997,Service Stations,,automotives automobiles autos  gas retail cars forecourts gasoline petroleums stations motor vehicles retailing parts repairs fuel  sales washes ,"336211, 423110, 811111, 811122, 811191, 811198, 424710, 447110, 447190"
1998,Service Stations: Global,,automotives automobiles autos  gas retail cars forecourts gasoline petroleums stations motor vehicles retailing fuel  sales washes  parts repairs,"336211, 423110, 811111, 811122, 811191, 811198, 424710, 447110, 447190"
1999,Services Allied to Motion Picture Distribution,7829,auxiliary services movies pictures distribution film delivery purchasing booking agencies film libraries videos theaters digital films production,"512199, 512120"
2000,Services Allied to Motion Picture Production,7819, picture film processing editing titling casting wardrobe studio property rental video tapes reproduction duplication dubbing stock footage films libraries sound mixing scenery stocks special effects animation hiring personnel budgeting shooting schedules locations filming equipment costume design lighting  music dialogue sound effects synchronized synchronization colorization cutting room subtitles trailers,"512191, 561310, 532220, 532490, 541214, 711510, 334612, 512199"
2001,"Services Allied with the Exchange of Securities or Commodities, Not Elsewhere Classified",6289,exchanges security commodity investments advice advisors research management fiduciary finances financials financing managers custodians transfer agents trading traders," 523991, 523999"
2002,"Services, Not Elsewhere Classified",8999,authors lecturers radio commentators song writers weather forecasters artists performers musicians actuaries  inventors stained glass cloud seeders geologist geology geophysical  technical editors businesses support services," 711510, 512210, 541690, 512230, 541612, 514199, 541620"
2003,Setup Paperboard Boxes,2652,box manufacturing newsboard containers packaging,322213
2004,Sewerage Systems,4952,sewage treatment facilities wastes sewer wastewater toxins synthetic debris human refuse sanitation environmental,221320
2005,"Sewing, Needlework, and Piece Goods Stores",5949,retailing retail fabrics patterns yarns  arts crafts decorating,451130
2006,Shampoo and Conditioner,,hair personal care shampoos conditioners scalps medicated anti dandruff two in one 2 in 1 combinations intensive treatments twin packs  adults children,
2007,Shaving and Hair Removal Products,,razors personal care wet disposable replacement blades  males females women mens foams gels creams depilatory lotions waxings shavers,
442714,Renters Insurance,,rents apartments,
442715,Online Insurance Brokers,,,
442716,Classic Car Insurance,,autos cars,
2009,Sheep and Goats,214,animals slaughtering Ranching Farming livestock farms ranches  sheeps,
2010,Sheet Metal Work,3444,manufacturing stovepipes light tanks  metals mining minerals,332322
2011,Shelf Stable Meals,,foods prepackaged microwaveable entrees prepared chili dinners pastas dry macaroni cheese  packaged  dried canned,
2012,Shellfish,913,fishing clams mussels oysters squid crustaceans crabs crayfish lobsters shrimp,114112
2013,Ship Building and Repairing,3731,manufacturing building ships repairing barges lighters  conversion alteration offshore oil gas well drilling production platforms shipbuilding shipyards shipbuilders maritime ,336611
2014,Shoe,,shoes footwear  boots retailers retail ,
2015,Shoe Repair Shops and Shoeshine Parlors,7251,footwear leathers goods shoes hats blocking cleaning services,811430
2016,Shoe Stores,5661,retail retailing mens womens childrens boys girls footwear accessories gloves socks hosiery,448210
2017,Short Breaks,,traveling vacation leisure domestic hotels motels bed breakfasts  travel tourism,
2018,Short Vacations,,travel leisure tourism hotels motels bed breakfasts cabins camping cruise ship domestic leisure self-catering accommodations,
2019,"Shortening, Table Oils, Margarine, and Other Edible Fats and Oils, Not Elsewhere Classified",2079,manufacturing shortenings  margarines edibles processing vegetable foods,"311225, 311222, 311223"
2020,"Short-Term Business Credit Institutions, Except Agricultural",6153,sales financing financial  finances credit commercial debt loans lenders lending paper accounts receivables mercantile working capital ," 522220, 522320, 522298"
2022,Side Dishes,,foods rice potatos potatoes noodles backed beans ready to serve ready to eat shelf stable macaroni cheese pasta mixes instant mashed au gratin scalloped mixes prepared salads refrigerated coleslaw bean three stuffing mixes  packaged,
2023,Signs and Advertising Specialties,3993,manufacturing electrical mechanical cutout plat signs displays neon ,339950
2024,Silver Ores,1044,mining milling minerals bullion min mill,212222
2025,"Silverware, Plated Ware, and Stainless Steel Ware",3914,cutlery flatware manufacturing knives forks spoons hollowware ecclesiastical ware trophies trays sterling silver metal plated gold metals nickel pewter stainless steel blades handles ,"332211, 339912"
2026,Singles and Travel,,leisure vacations VFR tourism personal  hotels motels  bed and breakfasts camping cabins self-catering accommodations,
2027,Skilled Nursing Care Facilities,8051,inpatient rehabilitative services rehabilitation continuous healthcare health continuing care retirement communities residential mental retardation convalescent homes extended facilities hospitals homes providers services healthcare health care,"623311, 623210, 623110"
2028,Skincare,, personal care hygiene body  skin care make-up make up removers depilators face facial hands sun cosmetics toiletries beauty supplies,
2029,Skincare: Global,, personal care hygiene body  skin care make-up make up removers depilators face facial hands sun cosmetics toiletries beauty supplies,
2030,Sleep Aids,,otc over the counter nytol sominex ambien drugs prescription non prescription otc over the counter sleeping pill healthcare health care pharmaceuticals drugs,
2031,Slimming Meals,,diets weight foods loss maintenance frozen meal replacement bars sports energy control drinks  specialty,
2032,Small Arms,3484,manufacturing firearms  pistols revolvers rifles shotguns submachine guns grenade launchers machine guns,332994
2033,Small Arms Ammunition,3482,manufacturing  cartridges shells bullets pistols rifles rimfire centerfire  ammo guns projectiles gunmakers defense  fire hand  weapons,332992
2034,Small Kitchen Appliances,,retailing retail sales electrical food processors  mixers blenders fixed handheld mini hand choppers can openers electric carving knives vacuum sealers coffeemakers espresso cappuccino machines percolators tea makers  toasters toaster ovens deep fat fryers sandwich makers pie pizza slow cookers crockpots tabletop grills raclette barbecue breadmakers steamers rice cookie household,
441816,Fruit and Nut Farming,,farms agriculture farming  cereals roots tubers sugar crops sugars sweeteners oilseeds fruit vegetables oil treenuts nuts beans pulses spices coffees teas cocoas,11133
2036,Smoking Cessation Aids,,otc over the counter smokers nicotine replacement therapies nonprescription cigarettes quitting smoking drugs pharmaceutical healthcare health care,
2037,Smoothie Shops,,beverages drinks  nonalcoholic non-alcoholic,
442574,Smoothies and Shakes: Made to Order,,beverages drinks  nonalcoholic non-alcoholic,
441587,Fitness Equipment,,health leisure personal care households homes workout exercises treadmills motorized weight  benches sets multipurpose gyms stationary bikes abdominal exercisers elliptical cross trainers gliders riders rowing machines stair climbers steppers cross country skiers jump ropes aerobic steps spring tension heart rate monitors wrist ankle weights,
441586,Fitness Centers,,healthclubs health clubs spas exercise aerobic dance classes gyms workouts,
2041,Snow Sports Vacations,,travel leisure skiing snowboarding ski resorts downhill tourism personal winter ,
2043,"Soap and Other Detergents, Except Specialty Cleaners",2841,soaps manufacturing crude refined glycerin fats synthetic laundry dishwashing cleansing bars personal care household commercial liquid powders hygiene,325611
2044,"Soap, Bath and Shower Products",,personal care males females families mens womens childrens deodorants bar soaps liquid hand soaps body gels mousses shampoos washes face fragrances bubble baths toiletries ,
442666,Beekeeping,,bees honey wax pollen,11291
442667,The Drug Store Shopper,,pharmacies pharmaceuticals drugs retail sales retailing prescriptions nonprescription medicines cosmetics toiletries tobaccos novelties novelty merchandise soda fountains lunch counters retailers,
2046,"Social Services, Not Elsewhere Classified",8399,advocacy groups antipoverty boards community action development councils agencies fund raising organizations health welfare councils regional planning change alcoholism drug addition human rights anti poverty citizen pressure movements public administration," 813212, 813219, 813311, 813312, 813319"
2047,Soft Drinks,,waters carbonated concentrates concentrated functional juices  ready rtds teas coffees beverages  nonalcoholic non-alcoholic,312111
2048,Soft Drinks: Global,,waters carbonated concentrates concentrated functional juices  ready rtds teas coffees beverages  nonalcoholic non-alcoholic,
2049,Software,,databases olaps  intelligence computers  applications enterprise technical entertainment commercial consumer  systems ,"334111, 443120"
2050,Software and Services: Global,,services information technology entertainment  internet web computers  home  data processing outsourcing consulting  business  integration management application systems ,"334111, 443120"
2051,Software: Global,,databases olaps  intelligence computers  applications enterprise technical entertainment commercial  consumer systems ,"334111, 443120"
2052,Softwood Veneer and Plywood,2436,manufacturing softwoods veneers plywoods  construction building materials equipment,321212
2053,Soil Preparation Services,711,land breaking plowing fertilizer application seed bed preparation crop planting cultivating agricultural agriculture farms farming topography ,115112
2054,Soup,,foods condensed canned ready to serve rts ready to eat refrigerated dried mixes dehydrated  instant bouillon ramen frozen powdered squares asian noodles packaged,
2055,Soy Food and Beverages,,soy foods beverages energy bars dairy alternatives soymilk cheese yogurt milk frozen refrigerated meat alternatives cold cereals entrees pizza specialty,
2056,Soybean Oil Mills,2075,manufacturing  soybeans oils cake meal protein isolates concentrates processing edible oils  soy foods,"311222, 311225"
2057,Soybeans,116,farming farms agriculture agricultural soy,111110
2058,Space Research and Technology,9661,public government manned unmanned flights nasa aeronautics vehicles aerospace shuttle astronauts spacecrafts rockets jet aircrafts aeronautics aviation jets jetliners defense  spaceships,927110 naice3
2059,"Space Vehicle Equipment, Not Elsewhere Classified",3769,guided missiles parts auxiliary manufacturing space vehicles spacecrafts spaceships research development airframes assemblies castings components nose cones capsules   aeronautics aerospace aircraft ,336419 naic3
2060,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",3544,tool  manufacturing  contract shops  machine hammers die casting presses punches ,"333514, 333511"
2061,"Special Industry Machinery, Not Elsewhere Classified",3559,rubber plastics commercial service semiconductor manufacturing smelting refining cement clay glass leather paint circuit boards semiconductors cigar cigarette tobacco shoe stone sewing automotive cotton ginning industrial equipment machinery accessories,"333220, 333319, 333295"
2062,"Special Product Sawmills, Not Elsewhere Classified",2429,manufacturing mills excelsior wood shingles cooperate stock sawed products pads wrappers shakes,"321113, 321912, 321999"
2063,"Special Trade Contractors, Not Elsewhere Classified",1799,construction bathtub refinishing gasoline pump installation grave excavation digging swimming pools post hole digging wallpaper stripping mobile homes setup house moving fire escape installation bowling alley artificial turf sandblasting painting wall covering wallcoverings glass glazing ," 235210, 235920, 562910, 235990"
2064,"Special Warehousing and Storage, Not Elsewhere Classified",4226,warehouses household goods automobiles dead furs textiles oil chemicals lumber whiskey foreign trade zones refrigerated facilities  business support services consumer," 493120, 493110, 493190"
441814,Orange and Citrus Groves,,oranges groves agricultural agriculture farms farming fruits,11131
2067,Specialty Chemical Manufacturing,,chemicals,
2068,Specialty Chemicals: Global,,additives polymers adhesives sealants paints pigments coatings  fine ,"325998, 424690"
2069,"Specialty Cleaning, Polishing, and Sanitation Preparations",2842,polish goods manufacturing  cleaners bathrooms ovens drains carpets upholstery polishes waxes furniture metal flooring glass disinfectants deodorizers bleaches ammonia laundry starches fabric softeners detergents soaps household products,325612
2070,Specialty Eateries,,restaurants,
2071,Specialty foods - The NASFT State of the Industry Report - Consumer,,foods specialty premium fancy gourmet high quality,
2072,Specialty Foods - The NASFT State of the Industry Report - The Market,,foods specialty premium fancy gourmet high quality baking mixes supplies flours beans grains rices breads baked goods candy candies confectionary confectionaries snacks carbonated functional rtd ready to drink teas coffees beverages cheeses alternatives chips pretzels individual cocoa cold cereals condiments conserves jams butters cookies bars crackers crispbreads eggs energy bars entrees mixes frozen desserts pizza convenience fruits vegetables juices hot milk half creams nuts seeds dried trail cooking edible oils diary puddings shelf stable refrigerated functional sauces salsas dips rice cakes meat poultry seafoods pastas soups sweeteners water teas yogurts kefir,
2073,"Specialty Hospitals, Except Psychiatric",8069,services providers specialized alcoholisms substance abuse drug addition cancer childrens illness chronic disease maternity orthopedic tuberculosis healthcare health care,"622110, 622210, 622310"
2074,"Specialty Outpatient Facilities, Not Elsewhere Classified",8093,family planning centers mental health substance abuse care healthcare health alcohol drug treatment bio-feedback rehabilitations outpatient surgery kidney dialysis lithotripsy diagnostic imaging  providers services,"621410, 621420, 641489"
2075,Specialty Retail: Global,,retailing apparel computers electronics home improvements  automotives furnishings   retailers,"453998, 45220"
2076,Specialty Stores: Global,,books office supplies toys games sporting goods sports retail retailing sales retailers," 45998, 453220"
2077,"Speed Changers, Industrial High-Speed Drives, and Gears",3566,manufacturing  mechanical power transmission components industrial equipment machinery components,333612
442571,Baby Boomers and Vacation,,airlines travel cruises vacations 38 to 56 ,
2079,Spending Power of the Teen Consumer,,echo expenditures consumer behavior lifestyles 12 to 17 teens ,
2080,Spending Power of Young Adults,,echo expenditures consumer behavior lifestyles 18-24 25-34 ,
441537,Computer and Office Equipment Distributors,,services copiers photocopies photocopiers inks toners printers cartridges inkjets atms automated teller machines automatic laser products paper postage meters mailings documents labels stores,
2082,Spirits,,alcohols alcoholic liquors brandy gins genevers liqueurs rums tequilas mezcals vodkas whiskeys beverages liqueurs,"445310, 424820"
2083,Spirits: Global,,alcohols alcoholic liquors brandy gins genevers liqueurs rums tequilas mezcals vodkas whiskeys,"424820, 445310"
2084,"Sporting and Athletic Goods, Not Elsewhere Classified",3949,manufacturing sports fishing tackle golf tennis baseball football basketball boxing equipment roller skates ice gymnasiums playgrounds  billiards pool tables bowling alleys  hobbies hobby,339920
2085,Sporting and Recreational Camps,7032,boys girls camping fishing hunting resident scouts scouting ymca ywca leisure vacations,721214
